city,outcome,outcome_label,outcome_value,exposure,exposure_value,percentile_25,percentile_75,cat,date_of_access,source,geo_level
Houston,Mortality,Deaths per 100K,233.685685091726,Dissimilarity: Hispanic and NH-White,0.556587312287408,0.43233416444743,0.563860364781174,middle,2022-06-30,JHU,county
Indianapolis,Mortality,Deaths per 100K,336.862757346604,Dissimilarity: Hispanic and NH-White,0.47134801686849,0.43233416444743,0.563860364781174,middle,2022-06-28,LHD,county
Kansas City,Mortality,Deaths per 100K,177.636379473574,Dissimilarity: Hispanic and NH-White,0.43646439007763,0.43233416444743,0.563860364781174,middle,2022-06-30,JHU,county
Las Vegas (Metro),Mortality,Deaths per 100K,386.665095330937,Dissimilarity: Hispanic and NH-White,0.420585191934262,0.43233416444743,0.563860364781174,bottom,2022-06-30,JHU,county
Los Angeles,Mortality,Deaths per 100K,319.953910328991,Dissimilarity: Hispanic and NH-White,0.629957828874359,0.43233416444743,0.563860364781174,top,2022-06-30,JHU,county
Minneapolis,Mortality,Deaths per 100K,142.984935430763,Dissimilarity: Hispanic and NH-White,0.471182839262525,0.43233416444743,0.563860364781174,middle,2022-06-23,LHD,city
New York City,Mortality,Deaths per 100K,418.062464931831,Dissimilarity: Hispanic and NH-White,0.627015345371928,0.43233416444743,0.563860364781174,top,2022-06-30,LHD,city
Oakland,Mortality,Deaths per 100K,124.853532587012,Dissimilarity: Hispanic and NH-White,0.622569561541755,0.43233416444743,0.563860364781174,top,2022-06-30,JHU,county
Philadelphia,Mortality,Deaths per 100K,326.486707597444,Dissimilarity: Hispanic and NH-White,0.592577932592648,0.43233416444743,0.563860364781174,top,2022-06-30,JHU,city
Phoenix,Mortality,Deaths per 100K,399.630545222389,Dissimilarity: Hispanic and NH-White,0.559676824753982,0.43233416444743,0.563860364781174,middle,2022-06-30,JHU,county
Portland,Mortality,Deaths per 100K,153.594127210918,Dissimilarity: Hispanic and NH-White,0.304829959731613,0.43233416444743,0.563860364781174,bottom,2022-06-30,JHU,county
San Antonio,Mortality,Deaths per 100K,310.616706838552,Dissimilarity: Hispanic and NH-White,0.421936062796635,0.43233416444743,0.563860364781174,bottom,2022-06-30,JHU,county
San Diego,Mortality,Deaths per 100K,161.513972154991,Dissimilarity: Hispanic and NH-White,0.538538972756676,0.43233416444743,0.563860364781174,middle,2022-06-30,JHU,county
San Jose,Mortality,Deaths per 100K,226.624760384941,Dissimilarity: Hispanic and NH-White,0.486628564322233,0.43233416444743,0.563860364781174,middle,2022-06-23,LHD,county
Seattle,Mortality,Deaths per 100K,130.039768704748,Dissimilarity: Hispanic and NH-White,0.297286822735342,0.43233416444743,0.563860364781174,bottom,2022-06-30,JHU,county
Washington,Mortality,Deaths per 100K,191.044266180752,Dissimilarity: Hispanic and NH-White,0.39366431456787,0.43233416444743,0.563860364781174,bottom,2022-06-30,JHU,city
Austin,Mortality,Deaths per 100K,142.062858410418,Dissimilarity: NH-Black and NH-White,0.529132002159204,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,county
Baltimore,Mortality,Deaths per 100K,292.923852933836,Dissimilarity: NH-Black and NH-White,0.669654119482568,0.526829483151603,0.662540417910536,top,2022-06-30,LHD,county
Boston,Mortality,Deaths per 100K,260.885076778998,Dissimilarity: NH-Black and NH-White,0.710307248371286,0.526829483151603,0.662540417910536,top,2022-06-30,JHU,county
Charlotte,Mortality,Deaths per 100K,151.659062383159,Dissimilarity: NH-Black and NH-White,0.525338456689451,0.526829483151603,0.662540417910536,bottom,2022-06-30,JHU,county
Chicago,Mortality,Deaths per 100K,285.584163180827,Dissimilarity: NH-Black and NH-White,0.813746332044999,0.526829483151603,0.662540417910536,top,2022-06-29,LHD,city
Columbus,Mortality,Deaths per 100K,298.900578564981,Dissimilarity: NH-Black and NH-White,0.540370386048934,0.526829483151603,0.662540417910536,middle,2022-06-19,LHD,county
Dallas,Mortality,Deaths per 100K,258.665267506062,Dissimilarity: NH-Black and NH-White,0.63941236454146,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,county
Denver,Mortality,Deaths per 100K,198.048268508232,Dissimilarity: NH-Black and NH-White,0.551456507260141,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,city
Detroit,Mortality,Deaths per 100K,463.084122007443,Dissimilarity: NH-Black and NH-White,0.601667513096931,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,county
Fort Worth,Mortality,Deaths per 100K,285.477073341996,Dissimilarity: NH-Black and NH-White,0.535299831404344,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,county
Houston,Mortality,Deaths per 100K,233.685685091726,Dissimilarity: NH-Black and NH-White,0.603157917028625,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,county
Indianapolis,Mortality,Deaths per 100K,336.862757346604,Dissimilarity: NH-Black and NH-White,0.537771836827153,0.526829483151603,0.662540417910536,middle,2022-06-28,LHD,county
Kansas City,Mortality,Deaths per 100K,177.636379473574,Dissimilarity: NH-Black and NH-White,0.608065414533465,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,county
Las Vegas (Metro),Mortality,Deaths per 100K,386.665095330937,Dissimilarity: NH-Black and NH-White,0.406131071165726,0.526829483151603,0.662540417910536,bottom,2022-06-30,JHU,county
Los Angeles,Mortality,Deaths per 100K,319.953910328991,Dissimilarity: NH-Black and NH-White,0.651719886191706,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,county
Minneapolis,Mortality,Deaths per 100K,142.984935430763,Dissimilarity: NH-Black and NH-White,0.526061976815736,0.526829483151603,0.662540417910536,bottom,2022-06-23,LHD,city
New York City,Mortality,Deaths per 100K,418.062464931831,Dissimilarity: NH-Black and NH-White,0.792997188726222,0.526829483151603,0.662540417910536,top,2022-06-30,LHD,city
Oakland,Mortality,Deaths per 100K,124.853532587012,Dissimilarity: NH-Black and NH-White,0.493066010080135,0.526829483151603,0.662540417910536,bottom,2022-06-30,JHU,county
Philadelphia,Mortality,Deaths per 100K,326.486707597444,Dissimilarity: NH-Black and NH-White,0.720383128447709,0.526829483151603,0.662540417910536,top,2022-06-30,JHU,city
Phoenix,Mortality,Deaths per 100K,399.630545222389,Dissimilarity: NH-Black and NH-White,0.545000588477041,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,county
Portland,Mortality,Deaths per 100K,153.594127210918,Dissimilarity: NH-Black and NH-White,0.415063720581965,0.526829483151603,0.662540417910536,bottom,2022-06-30,JHU,county
San Antonio,Mortality,Deaths per 100K,310.616706838552,Dissimilarity: NH-Black and NH-White,0.438800353948002,0.526829483151603,0.662540417910536,bottom,2022-06-30,JHU,county
San Diego,Mortality,Deaths per 100K,161.513972154991,Dissimilarity: NH-Black and NH-White,0.554280918091228,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,county
San Jose,Mortality,Deaths per 100K,226.624760384941,Dissimilarity: NH-Black and NH-White,0.416992877352634,0.526829483151603,0.662540417910536,bottom,2022-06-23,LHD,county
Seattle,Mortality,Deaths per 100K,130.039768704748,Dissimilarity: NH-Black and NH-White,0.549892552515646,0.526829483151603,0.662540417910536,middle,2022-06-30,JHU,county
Washington,Mortality,Deaths per 100K,191.044266180752,Dissimilarity: NH-Black and NH-White,0.666147261816813,0.526829483151603,0.662540417910536,top,2022-06-30,JHU,city
Austin,Mortality,Deaths per 100K,142.062858410418,GINI,0.4841,0.471625,0.524725,middle,2022-06-30,JHU,county
Baltimore,Mortality,Deaths per 100K,292.923852933836,GINI,0.5145,0.471625,0.524725,middle,2022-06-30,LHD,county
Boston,Mortality,Deaths per 100K,260.885076778998,GINI,0.5393,0.471625,0.524725,top,2022-06-30,JHU,county
Charlotte,Mortality,Deaths per 100K,151.659062383159,GINI,0.4962,0.471625,0.524725,middle,2022-06-30,JHU,county
Chicago,Mortality,Deaths per 100K,285.584163180827,GINI,0.5315,0.471625,0.524725,top,2022-06-29,LHD,city
Columbus,Mortality,Deaths per 100K,298.900578564981,GINI,0.4431,0.471625,0.524725,bottom,2022-06-19,LHD,county
Dallas,Mortality,Deaths per 100K,258.665267506062,GINI,0.5373,0.471625,0.524725,top,2022-06-30,JHU,county
Denver,Mortality,Deaths per 100K,198.048268508232,GINI,0.4909,0.471625,0.524725,middle,2022-06-30,JHU,city
Detroit,Mortality,Deaths per 100K,463.084122007443,GINI,0.5112,0.471625,0.524725,middle,2022-06-30,JHU,county
Fort Worth,Mortality,Deaths per 100K,285.477073341996,GINI,0.4575,0.471625,0.524725,bottom,2022-06-30,JHU,county
Houston,Mortality,Deaths per 100K,233.685685091726,GINI,0.5302,0.471625,0.524725,top,2022-06-30,JHU,county
Indianapolis,Mortality,Deaths per 100K,336.862757346604,GINI,0.4845,0.471625,0.524725,middle,2022-06-28,LHD,county
Kansas City,Mortality,Deaths per 100K,177.636379473574,GINI,0.4734,0.471625,0.524725,middle,2022-06-30,JHU,county
Las Vegas (Metro),Mortality,Deaths per 100K,386.665095330937,GINI,0.4671,0.471625,0.524725,bottom,2022-06-30,JHU,county
Los Angeles,Mortality,Deaths per 100K,319.953910328991,GINI,0.5276,0.471625,0.524725,top,2022-06-30,JHU,county
Minneapolis,Mortality,Deaths per 100K,142.984935430763,GINI,0.4986,0.471625,0.524725,middle,2022-06-23,LHD,city
New York City,Mortality,Deaths per 100K,418.062464931831,GINI,0.5492,0.471625,0.524725,top,2022-06-30,LHD,city
Oakland,Mortality,Deaths per 100K,124.853532587012,GINI,0.5113,0.471625,0.524725,middle,2022-06-30,JHU,county
Philadelphia,Mortality,Deaths per 100K,326.486707597444,GINI,0.5182,0.471625,0.524725,middle,2022-06-30,JHU,city
Phoenix,Mortality,Deaths per 100K,399.630545222389,GINI,0.4713,0.471625,0.524725,bottom,2022-06-30,JHU,county
Portland,Mortality,Deaths per 100K,153.594127210918,GINI,0.4726,0.471625,0.524725,middle,2022-06-30,JHU,county
San Antonio,Mortality,Deaths per 100K,310.616706838552,GINI,0.4656,0.471625,0.524725,bottom,2022-06-30,JHU,county
San Diego,Mortality,Deaths per 100K,161.513972154991,GINI,0.4707,0.471625,0.524725,bottom,2022-06-30,JHU,county
San Jose,Mortality,Deaths per 100K,226.624760384941,GINI,0.4505,0.471625,0.524725,bottom,2022-06-23,LHD,county
Seattle,Mortality,Deaths per 100K,130.039768704748,GINI,0.4863,0.471625,0.524725,middle,2022-06-30,JHU,county
Washington,Mortality,Deaths per 100K,191.044266180752,GINI,0.5269,0.471625,0.524725,top,2022-06-30,JHU,city
Austin,Mortality,Deaths per 100K,142.062858410418,Isolation: Hispanic,0.469969272325155,0.229639585692799,0.534247426595768,middle,2022-06-30,JHU,county
Baltimore,Mortality,Deaths per 100K,292.923852933836,Isolation: Hispanic,0.164922680869493,0.229639585692799,0.534247426595768,bottom,2022-06-30,LHD,county
Boston,Mortality,Deaths per 100K,260.885076778998,Isolation: Hispanic,0.310322407482304,0.229639585692799,0.534247426595768,middle,2022-06-30,JHU,county
Charlotte,Mortality,Deaths per 100K,151.659062383159,Isolation: Hispanic,0.246324119465266,0.229639585692799,0.534247426595768,middle,2022-06-30,JHU,county
Chicago,Mortality,Deaths per 100K,285.584163180827,Isolation: Hispanic,0.589669198627277,0.229639585692799,0.534247426595768,top,2022-06-29,LHD,city
Columbus,Mortality,Deaths per 100K,298.900578564981,Isolation: Hispanic,0.092447527087412,0.229639585692799,0.534247426595768,bottom,2022-06-19,LHD,county
Dallas,Mortality,Deaths per 100K,258.665267506062,Isolation: Hispanic,0.559334846733494,0.229639585692799,0.534247426595768,top,2022-06-30,JHU,county
Denver,Mortality,Deaths per 100K,198.048268508232,Isolation: Hispanic,0.480627476380383,0.229639585692799,0.534247426595768,middle,2022-06-30,JHU,city
Detroit,Mortality,Deaths per 100K,463.084122007443,Isolation: Hispanic,0.540014588201931,0.229639585692799,0.534247426595768,top,2022-06-30,JHU,county
Fort Worth,Mortality,Deaths per 100K,285.477073341996,Isolation: Hispanic,0.485623325294673,0.229639585692799,0.534247426595768,middle,2022-06-30,JHU,county
Houston,Mortality,Deaths per 100K,233.685685091726,Isolation: Hispanic,0.557233731022084,0.229639585692799,0.534247426595768,top,2022-06-30,JHU,county
Indianapolis,Mortality,Deaths per 100K,336.862757346604,Isolation: Hispanic,0.190021222906602,0.229639585692799,0.534247426595768,bottom,2022-06-28,LHD,county
Kansas City,Mortality,Deaths per 100K,177.636379473574,Isolation: Hispanic,0.228786440391666,0.229639585692799,0.534247426595768,bottom,2022-06-30,JHU,county
Las Vegas (Metro),Mortality,Deaths per 100K,386.665095330937,Isolation: Hispanic,0.425428248853903,0.229639585692799,0.534247426595768,middle,2022-06-30,JHU,county
Los Angeles,Mortality,Deaths per 100K,319.953910328991,Isolation: Hispanic,0.651276824374002,0.229639585692799,0.534247426595768,top,2022-06-30,JHU,county
Minneapolis,Mortality,Deaths per 100K,142.984935430763,Isolation: Hispanic,0.187738800425673,0.229639585692799,0.534247426595768,bottom,2022-06-23,LHD,city
New York City,Mortality,Deaths per 100K,418.062464931831,Isolation: Hispanic,0.477390579988616,0.229639585692799,0.534247426595768,middle,2022-06-30,LHD,city
Oakland,Mortality,Deaths per 100K,124.853532587012,Isolation: Hispanic,0.424291947504735,0.229639585692799,0.534247426595768,middle,2022-06-30,JHU,county
Philadelphia,Mortality,Deaths per 100K,326.486707597444,Isolation: Hispanic,0.375202456890935,0.229639585692799,0.534247426595768,middle,2022-06-30,JHU,city
Phoenix,Mortality,Deaths per 100K,399.630545222389,Isolation: Hispanic,0.595193862312165,0.229639585692799,0.534247426595768,top,2022-06-30,JHU,county
Portland,Mortality,Deaths per 100K,153.594127210918,Isolation: Hispanic,0.140825357615148,0.229639585692799,0.534247426595768,bottom,2022-06-30,JHU,county
San Antonio,Mortality,Deaths per 100K,310.616706838552,Isolation: Hispanic,0.694463429629064,0.229639585692799,0.534247426595768,top,2022-06-30,JHU,county
San Diego,Mortality,Deaths per 100K,161.513972154991,Isolation: Hispanic,0.493019446198883,0.229639585692799,0.534247426595768,middle,2022-06-30,JHU,county
San Jose,Mortality,Deaths per 100K,226.624760384941,Isolation: Hispanic,0.44036246352835,0.229639585692799,0.534247426595768,middle,2022-06-23,LHD,county
Seattle,Mortality,Deaths per 100K,130.039768704748,Isolation: Hispanic,0.0940979745587223,0.229639585692799,0.534247426595768,bottom,2022-06-30,JHU,county
Washington,Mortality,Deaths per 100K,191.044266180752,Isolation: Hispanic,0.175570649921092,0.229639585692799,0.534247426595768,bottom,2022-06-30,JHU,city
Austin,Mortality,Deaths per 100K,142.062858410418,Isolation: NH-Black,0.143480394416524,0.173191284321452,0.538748277872948,bottom,2022-06-30,JHU,county
Baltimore,Mortality,Deaths per 100K,292.923852933836,Isolation: NH-Black,0.796937581842593,0.173191284321452,0.538748277872948,top,2022-06-30,LHD,county
Boston,Mortality,Deaths per 100K,260.885076778998,Isolation: NH-Black,0.490848011965663,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,county
Charlotte,Mortality,Deaths per 100K,151.659062383159,Isolation: NH-Black,0.488932001712848,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,county
Chicago,Mortality,Deaths per 100K,285.584163180827,Isolation: NH-Black,0.75973934125255,0.173191284321452,0.538748277872948,top,2022-06-29,LHD,city
Columbus,Mortality,Deaths per 100K,298.900578564981,Isolation: NH-Black,0.460678248933016,0.173191284321452,0.538748277872948,middle,2022-06-19,LHD,county
Dallas,Mortality,Deaths per 100K,258.665267506062,Isolation: NH-Black,0.433617200776857,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,county
Denver,Mortality,Deaths per 100K,198.048268508232,Isolation: NH-Black,0.193127692802185,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,city
Detroit,Mortality,Deaths per 100K,463.084122007443,Isolation: NH-Black,0.880803933631397,0.173191284321452,0.538748277872948,top,2022-06-30,JHU,county
Fort Worth,Mortality,Deaths per 100K,285.477073341996,Isolation: NH-Black,0.320947228208809,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,county
Houston,Mortality,Deaths per 100K,233.685685091726,Isolation: NH-Black,0.381013107418132,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,county
Indianapolis,Mortality,Deaths per 100K,336.862757346604,Isolation: NH-Black,0.469866921020956,0.173191284321452,0.538748277872948,middle,2022-06-28,LHD,county
Kansas City,Mortality,Deaths per 100K,177.636379473574,Isolation: NH-Black,0.530952063768897,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,county
Las Vegas (Metro),Mortality,Deaths per 100K,386.665095330937,Isolation: NH-Black,0.174399945158423,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,county
Los Angeles,Mortality,Deaths per 100K,319.953910328991,Isolation: NH-Black,0.254527782209201,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,county
Minneapolis,Mortality,Deaths per 100K,142.984935430763,Isolation: NH-Black,0.339752073675156,0.173191284321452,0.538748277872948,middle,2022-06-23,LHD,city
New York City,Mortality,Deaths per 100K,418.062464931831,Isolation: NH-Black,0.541347015907631,0.173191284321452,0.538748277872948,top,2022-06-30,LHD,city
Oakland,Mortality,Deaths per 100K,124.853532587012,Isolation: NH-Black,0.312681315723378,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,county
Philadelphia,Mortality,Deaths per 100K,326.486707597444,Isolation: NH-Black,0.689610569629903,0.173191284321452,0.538748277872948,top,2022-06-30,JHU,city
Phoenix,Mortality,Deaths per 100K,399.630545222389,Isolation: NH-Black,0.131001961906184,0.173191284321452,0.538748277872948,bottom,2022-06-30,JHU,county
Portland,Mortality,Deaths per 100K,153.594127210918,Isolation: NH-Black,0.101712586853415,0.173191284321452,0.538748277872948,bottom,2022-06-30,JHU,county
San Antonio,Mortality,Deaths per 100K,310.616706838552,Isolation: NH-Black,0.147497175023796,0.173191284321452,0.538748277872948,bottom,2022-06-30,JHU,county
San Diego,Mortality,Deaths per 100K,161.513972154991,Isolation: NH-Black,0.132261909829272,0.173191284321452,0.538748277872948,bottom,2022-06-30,JHU,county
San Jose,Mortality,Deaths per 100K,226.624760384941,Isolation: NH-Black,0.0506166015246178,0.173191284321452,0.538748277872948,bottom,2022-06-23,LHD,county
Seattle,Mortality,Deaths per 100K,130.039768704748,Isolation: NH-Black,0.180218806029711,0.173191284321452,0.538748277872948,middle,2022-06-30,JHU,county
Washington,Mortality,Deaths per 100K,191.044266180752,Isolation: NH-Black,0.697576858554025,0.173191284321452,0.538748277872948,top,2022-06-30,JHU,city
Austin,Mortality,Deaths per 100K,142.062858410418,Population,950807,652678.5,1483455.5,middle,2022-06-30,JHU,county
Baltimore,Mortality,Deaths per 100K,292.923852933836,Population,609032,652678.5,1483455.5,bottom,2022-06-30,LHD,county
Boston,Mortality,Deaths per 100K,260.885076778998,Population,684379,652678.5,1483455.5,middle,2022-06-30,JHU,county
Charlotte,Mortality,Deaths per 100K,151.659062383159,Population,857425,652678.5,1483455.5,middle,2022-06-30,JHU,county
Chicago,Mortality,Deaths per 100K,285.584163180827,Population,2709534,652678.5,1483455.5,top,2022-06-29,LHD,city
Columbus,Mortality,Deaths per 100K,298.900578564981,Population,878553,652678.5,1483455.5,middle,2022-06-19,LHD,county
Dallas,Mortality,Deaths per 100K,258.665267506062,Population,1330612,652678.5,1483455.5,middle,2022-06-30,JHU,county
Denver,Mortality,Deaths per 100K,198.048268508232,Population,705576,652678.5,1483455.5,middle,2022-06-30,JHU,city
Detroit,Mortality,Deaths per 100K,463.084122007443,Population,674841,652678.5,1483455.5,middle,2022-06-30,JHU,county
Fort Worth,Mortality,Deaths per 100K,285.477073341996,Population,874401,652678.5,1483455.5,middle,2022-06-30,JHU,county
Houston,Mortality,Deaths per 100K,233.685685091726,Population,2310432,652678.5,1483455.5,top,2022-06-30,JHU,county
Indianapolis,Mortality,Deaths per 100K,336.862757346604,Population,864447,652678.5,1483455.5,middle,2022-06-28,LHD,county
Kansas City,Mortality,Deaths per 100K,177.636379473574,Population,486404,652678.5,1483455.5,bottom,2022-06-30,JHU,county
Las Vegas (Metro),Mortality,Deaths per 100K,386.665095330937,Population,2182004,652678.5,1483455.5,top,2022-06-30,JHU,county
Los Angeles,Mortality,Deaths per 100K,319.953910328991,Population,3966936,652678.5,1483455.5,top,2022-06-30,JHU,county
Minneapolis,Mortality,Deaths per 100K,142.984935430763,Population,420324,652678.5,1483455.5,bottom,2022-06-23,LHD,city
New York City,Mortality,Deaths per 100K,418.062464931831,Population,8419316,652678.5,1483455.5,top,2022-06-30,LHD,city
Oakland,Mortality,Deaths per 100K,124.853532587012,Population,425097,652678.5,1483455.5,bottom,2022-06-30,JHU,county
Philadelphia,Mortality,Deaths per 100K,326.486707597444,Population,1579075,652678.5,1483455.5,top,2022-06-30,JHU,city
Phoenix,Mortality,Deaths per 100K,399.630545222389,Population,1633017,652678.5,1483455.5,top,2022-06-30,JHU,county
Portland,Mortality,Deaths per 100K,153.594127210918,Population,645291,652678.5,1483455.5,bottom,2022-06-30,JHU,county
San Antonio,Mortality,Deaths per 100K,310.616706838552,Population,1508083,652678.5,1483455.5,top,2022-06-30,JHU,county
San Diego,Mortality,Deaths per 100K,161.513972154991,Population,1409573,652678.5,1483455.5,middle,2022-06-30,JHU,county
San Jose,Mortality,Deaths per 100K,226.624760384941,Population,1027690,652678.5,1483455.5,middle,2022-06-23,LHD,county
Seattle,Mortality,Deaths per 100K,130.039768704748,Population,724305,652678.5,1483455.5,middle,2022-06-30,JHU,county
Washington,Mortality,Deaths per 100K,191.044266180752,Population,692683,652678.5,1483455.5,middle,2022-06-30,JHU,city
Austin,Mortality,Deaths per 100K,142.062858410418,Population Density,1124.33422799353,1243.36386266646,2755.98468918959,bottom,2022-06-30,JHU,county
Baltimore,Mortality,Deaths per 100K,292.923852933836,Population Density,2554.56100200923,1243.36386266646,2755.98468918959,middle,2022-06-30,LHD,county
Boston,Mortality,Deaths per 100K,260.885076778998,Population Density,2948.49857385736,1243.36386266646,2755.98468918959,top,2022-06-30,JHU,county
Charlotte,Mortality,Deaths per 100K,151.659062383159,Population Density,1070.58265377314,1243.36386266646,2755.98468918959,bottom,2022-06-30,JHU,county
Chicago,Mortality,Deaths per 100K,285.584163180827,Population Density,4467.46745558448,1243.36386266646,2755.98468918959,top,2022-06-29,LHD,city
Columbus,Mortality,Deaths per 100K,298.900578564981,Population Density,1507.23002027041,1243.36386266646,2755.98468918959,middle,2022-06-19,LHD,county
Dallas,Mortality,Deaths per 100K,258.665267506062,Population Density,1336.36512932888,1243.36386266646,2755.98468918959,middle,2022-06-30,JHU,county
Denver,Mortality,Deaths per 100K,198.048268508232,Population Density,1758.35644975697,1243.36386266646,2755.98468918959,middle,2022-06-30,JHU,city
Detroit,Mortality,Deaths per 100K,463.084122007443,Population Density,1823.51582490033,1243.36386266646,2755.98468918959,middle,2022-06-30,JHU,county
Fort Worth,Mortality,Deaths per 100K,285.477073341996,Population Density,953.797385135314,1243.36386266646,2755.98468918959,bottom,2022-06-30,JHU,county
Houston,Mortality,Deaths per 100K,233.685685091726,Population Density,1328.33696408472,1243.36386266646,2755.98468918959,middle,2022-06-30,JHU,county
Indianapolis,Mortality,Deaths per 100K,336.862757346604,Population Density,907.189064091057,1243.36386266646,2755.98468918959,bottom,2022-06-28,LHD,county
Kansas City,Mortality,Deaths per 100K,177.636379473574,Population Density,588.763797471534,1243.36386266646,2755.98468918959,bottom,2022-06-30,JHU,county
Las Vegas (Metro),Mortality,Deaths per 100K,386.665095330937,Population Density,104.513647436243,1243.36386266646,2755.98468918959,bottom,2022-06-30,JHU,county
Los Angeles,Mortality,Deaths per 100K,319.953910328991,Population Density,3046.66181753243,1243.36386266646,2755.98468918959,top,2022-06-30,JHU,county
Minneapolis,Mortality,Deaths per 100K,142.984935430763,Population Density,2823.12591824971,1243.36386266646,2755.98468918959,top,2022-06-23,LHD,city
New York City,Mortality,Deaths per 100K,418.062464931831,Population Density,6943.05141541576,1243.36386266646,2755.98468918959,top,2022-06-30,LHD,city
Oakland,Mortality,Deaths per 100K,124.853532587012,Population Density,2107.26639340409,1243.36386266646,2755.98468918959,middle,2022-06-30,JHU,county
Philadelphia,Mortality,Deaths per 100K,326.486707597444,Population Density,4272.52911719953,1243.36386266646,2755.98468918959,top,2022-06-30,JHU,city
Phoenix,Mortality,Deaths per 100K,399.630545222389,Population Density,1215.03949552704,1243.36386266646,2755.98468918959,bottom,2022-06-30,JHU,county
Portland,Mortality,Deaths per 100K,153.594127210918,Population Density,1718.55733889762,1243.36386266646,2755.98468918959,middle,2022-06-30,JHU,county
San Antonio,Mortality,Deaths per 100K,310.616706838552,Population Density,1186.5768813829,1243.36386266646,2755.98468918959,bottom,2022-06-30,JHU,county
San Diego,Mortality,Deaths per 100K,161.513972154991,Population Density,1461.37013823004,1243.36386266646,2755.98468918959,middle,2022-06-30,JHU,county
San Jose,Mortality,Deaths per 100K,226.624760384941,Population Density,2192.86866299977,1243.36386266646,2755.98468918959,middle,2022-06-23,LHD,county
Seattle,Mortality,Deaths per 100K,130.039768704748,Population Density,1968.42503438953,1243.36386266646,2755.98468918959,middle,2022-06-30,JHU,county
Washington,Mortality,Deaths per 100K,191.044266180752,Population Density,3912.85396702856,1243.36386266646,2755.98468918959,top,2022-06-30,JHU,city
Austin,Mortality,Deaths per 100K,142.062858410418,Social Vulnerability Index (SVI),0.498912705809258,0.526250388319354,0.713886300093197,bottom,2022-06-30,JHU,county
Baltimore,Mortality,Deaths per 100K,292.923852933836,Social Vulnerability Index (SVI),0.835663249456353,0.526250388319354,0.713886300093197,top,2022-06-30,LHD,county
Boston,Mortality,Deaths per 100K,260.885076778998,Social Vulnerability Index (SVI),0.713264989127058,0.526250388319354,0.713886300093197,middle,2022-06-30,JHU,county
Charlotte,Mortality,Deaths per 100K,151.659062383159,Social Vulnerability Index (SVI),0.422491456974216,0.526250388319354,0.713886300093197,bottom,2022-06-30,JHU,county
Chicago,Mortality,Deaths per 100K,285.584163180827,Social Vulnerability Index (SVI),0.67816091954023,0.526250388319354,0.713886300093197,middle,2022-06-29,LHD,city
Columbus,Mortality,Deaths per 100K,298.900578564981,Social Vulnerability Index (SVI),0.558558558558559,0.526250388319354,0.713886300093197,middle,2022-06-19,LHD,county
Dallas,Mortality,Deaths per 100K,258.665267506062,Social Vulnerability Index (SVI),0.713886300093197,0.526250388319354,0.713886300093197,top,2022-06-30,JHU,county
Denver,Mortality,Deaths per 100K,198.048268508232,Social Vulnerability Index (SVI),0.521279900590245,0.526250388319354,0.713886300093197,bottom,2022-06-30,JHU,city
Detroit,Mortality,Deaths per 100K,463.084122007443,Social Vulnerability Index (SVI),0.87138863000932,0.526250388319354,0.713886300093197,top,2022-06-30,JHU,county
Fort Worth,Mortality,Deaths per 100K,285.477073341996,Social Vulnerability Index (SVI),0.497048772910842,0.526250388319354,0.713886300093197,bottom,2022-06-30,JHU,county
Houston,Mortality,Deaths per 100K,233.685685091726,Social Vulnerability Index (SVI),0.688101894998447,0.526250388319354,0.713886300093197,middle,2022-06-30,JHU,county
Indianapolis,Mortality,Deaths per 100K,336.862757346604,Social Vulnerability Index (SVI),0.779745262503883,0.526250388319354,0.713886300093197,top,2022-06-28,LHD,county
Kansas City,Mortality,Deaths per 100K,177.636379473574,Social Vulnerability Index (SVI),0.579683131407269,0.526250388319354,0.713886300093197,middle,2022-06-30,JHU,county
Las Vegas (Metro),Mortality,Deaths per 100K,386.665095330937,Social Vulnerability Index (SVI),0.701460080770426,0.526250388319354,0.713886300093197,middle,2022-06-30,JHU,county
Los Angeles,Mortality,Deaths per 100K,319.953910328991,Social Vulnerability Index (SVI),0.727244485865176,0.526250388319354,0.713886300093197,top,2022-06-30,JHU,county
